	full name	simple name	stigmatizing
216	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\FEMALE HORMONE REPLACEMENT: NAME OF MOST RECENT PROGESTERONE PREPARATION - CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO PROGESTERONE PREPARATION USE (207)\	FEMALE HORMONE REPLACEMENT: NAME OF MOST RECENT PROGESTERONE PREPARATION - CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO PROGESTERONE PREPARATION USE (207)	y
217	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\FEMALE HORMONE REPLACEMENT: NUMBER OF DAYS A MONTH TAKING ESTROGENS\	FEMALE HORMONE REPLACEMENT: NUMBER OF DAYS A MONTH TAKING ESTROGENS	y
218	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\FEMALE HORMONE REPLACEMENT: PATCH DOSE OF ESTROGEN\	FEMALE HORMONE REPLACEMENT: PATCH DOSE OF ESTROGEN	y
219	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\FEMALE HORMONE REPLACEMENT: PROGESERONE PREPARATION: STRENGTH CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO PROGESTERONE PREPARATION USE (207)\	FEMALE HORMONE REPLACEMENT: PROGESERONE PREPARATION: STRENGTH CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO PROGESTERONE PREPARATION USE (207)	y
220	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\FEMALE HORMONE REPLACEMENT: PROGESTERONE PREPARATION: NUMBER OF DAYS PER MONTH TAKEN\	FEMALE HORMONE REPLACEMENT: PROGESTERONE PREPARATION: NUMBER OF DAYS PER MONTH TAKEN	y
221	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\FEMALE HORMONE REPLACEMENT: PROGESTERONE USE SINCE YOUR LAST EXAM?\	FEMALE HORMONE REPLACEMENT: PROGESTERONE USE SINCE YOUR LAST EXAM?	y
222	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\HOSPITALIZED SINCE LAST EXAM FOR MENTAL OR EMOTIONAL DISEASE\	HOSPITALIZED SINCE LAST EXAM FOR MENTAL OR EMOTIONAL DISEASE	y
223	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF ESTROGEN USE EVER: NAME OF MOST RECENT ESTROGEN PREPARATION\	IF ESTROGEN USE EVER: NAME OF MOST RECENT ESTROGEN PREPARATION	y
224	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF ESTROGEN USE EVER: NUMBER OF DAYS PER MONTH TAKEN\	IF ESTROGEN USE EVER: NUMBER OF DAYS PER MONTH TAKEN	y
225	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF ESTROGEN USE EVER: THE STRENGTH OF ESTROGEN\	IF ESTROGEN USE EVER: THE STRENGTH OF ESTROGEN	y
226	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF PERIODS HAVE STOPPED, HAVE YOU USED EVISTA (RALOXIFENE) OR NOLVADEX (TAMOXIFEN) OR OTHER SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)?\	IF PERIODS HAVE STOPPED, HAVE YOU USED EVISTA (RALOXIFENE) OR NOLVADEX (TAMOXIFEN) OR OTHER SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)?	y
227	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF PERIODS HAVE STOPPED, SINCE YOUR LAST EXAM HAVE YOU TAKEN HORMONE REPLACEMENT THERAPY? (ESTROGEN/PROGESTERONE)\	IF PERIODS HAVE STOPPED, SINCE YOUR LAST EXAM HAVE YOU TAKEN HORMONE REPLACEMENT THERAPY? (ESTROGEN/PROGESTERONE)	y
228	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF PERIODS STOPPED: HAVE YOU EVER TAKEN HORMONE REPLACEMENT THERAPY (ESTROGEN/PROGESTERONE)?\	IF PERIODS STOPPED: HAVE YOU EVER TAKEN HORMONE REPLACEMENT THERAPY (ESTROGEN/PROGESTERONE)?	y
229	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF PERIODS STOPPED: HAVE YOU USED EVISTA (RALOXIFENE) OR NOLVADEX (TAMOXIFEN) OR OTHER SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)?\	IF PERIODS STOPPED: HAVE YOU USED EVISTA (RALOXIFENE) OR NOLVADEX (TAMOXIFEN) OR OTHER SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)?	y
230	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF PROGESTERONE USE EVER: NAME OF MOST RECENT PROGESTERONE PREPARATION\	IF PROGESTERONE USE EVER: NAME OF MOST RECENT PROGESTERONE PREPARATION	y
231	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF PROGESTERONE USE EVER: NUMBER OF DAYS PER MONTH TAKEN\	IF PROGESTERONE USE EVER: NUMBER OF DAYS PER MONTH TAKEN	y
232	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF PROGESTERONE USE EVER: THE STRENGTH OF PROGESTERONE\	IF PROGESTERONE USE EVER: THE STRENGTH OF PROGESTERONE	y
233	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF TAKEN HRT: ESTROGEN USE EVER?\	IF TAKEN HRT: ESTROGEN USE EVER?	y
234	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\IF TAKEN HRT: PROGESTERONE USE EVER?\	IF TAKEN HRT: PROGESTERONE USE EVER?	y
235	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\INABILITY WALK ON TREADMILL\	INABILITY WALK ON TREADMILL	n
236	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\INTERIM HISTORY OF MEDICINE USED: ESTROGEN\	INTERIM HISTORY OF MEDICINE USED: ESTROGEN	y
237	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If estrogen use ever: Name of most recent estrogen preparation\	If estrogen use ever: Name of most recent estrogen preparation	y
238	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If estrogen use ever: Number of days per month taken\	If estrogen use ever: Number of days per month taken	y
239	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If estrogen use ever: The strength of estrogen\	If estrogen use ever: The strength of estrogen	y
240	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If periods stopped: Have you ever taken hormone replacement therapy (estrogen/progesterone)?\	If periods stopped: Have you ever taken hormone replacement therapy (estrogen/progesterone)?	y
241	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If periods stopped: Have you used Evista (raloxifene) or Nolvadex (tamoxifen) or other selective estrogen receptor modulator (SERM)?\	If periods stopped: Have you used Evista (raloxifene) or Nolvadex (tamoxifen) or other selective estrogen receptor modulator (SERM)?	y
242	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If progesterone use ever: Name of most recent progesterone preparation\	If progesterone use ever: Name of most recent progesterone preparation	y
243	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If progesterone use ever: Number of days per month taken\	If progesterone use ever: Number of days per month taken	y
244	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If progesterone use ever: The strength of progesterone\	If progesterone use ever: The strength of progesterone	y
245	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If taken HRT: Estrogen use ever?\	If taken HRT: Estrogen use ever?	y
246	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\If taken HRT: Progesterone use ever?\	If taken HRT: Progesterone use ever?	y
247	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MARITAL STATUS, EXAM 1\	MARITAL STATUS, EXAM 1	y
248	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MARITAL STATUS\	MARITAL STATUS	y
249	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MARRIED SAME SPOUSE AT 1ST EXAM\	MARRIED SAME SPOUSE AT 1ST EXAM	y
250	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MEDICATION USE - ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM, ETC)\	MEDICATION USE - ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM, ETC)	y
251	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MEDICATION USE - ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)\	MEDICATION USE - ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)	y
252	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)\	MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)	y
253	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)\	MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)	y
254	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MEDICATION USE: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)\	MEDICATION USE: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)	y
255	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MEDICATION USE: ORAL/PATCH ESTROGEN\	MEDICATION USE: ORAL/PATCH ESTROGEN	y
256	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MEDICATIONS: ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM)\	MEDICATIONS: ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM)	y
257	\Framingham Cohort ( phs000007 )\Clinic Questionnaire (Interview and Physical Exam)\Clinic Exam Questionnaire\MD Interview, Physical Exam, Examiner's Opinion, and Clinical Diagnostic Impression; Non-MD / Non-medical Interview / Self-report and Physical Exam / Anthropometrics / Observed Performance\MEDICATIONS: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)\	MEDICATIONS: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)	y
